"show_id","director","cast","country","release_year","rating","duration","listed_in","date_added_month","date_added_day","date_added_year"
"s4085",,,"United States",2019,"TV-MA","6 Seasons","Docuseries, Reality TV","February","22",2019
"s4090",,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager","United Kingdom",2018,"TV-PG","2 Seasons","British TV Shows, International TV Shows, Reality TV","February","22",2019
"s4091",,"Apollo Costa, Gabriel Santana, Matheus Lustosa, Pedro Rezende, Werner Schünemann, Manu Gavassi, Angela Dippe, Negra Li, Patrícia de Sabrit, César Pezzuoli, Carol Loback, Marina Brandão","Brazil",2018,"TV-PG","2 Seasons","Kids' TV","February","22",2019
"s4105","LARS KAALUND","Lise Baastrup, Martin Brygmann, Ellen Hillingsø, Nicky Andersen, Nicoline Sharma Rubow, Jasmin Bart-Williams, William Rützou, Marius Due, Robert Hansen","Denmark",2015,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","February","15",2019
"s4106",,"Larry Charles",,2019,"TV-MA","1 Season","Docuseries, TV Comedies","February","15",2019
"s4110",,"Paco Ignacio Taibo II",,2019,"TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","February","15",2019
"s4112",,"Nicolás Van de Moortele, Letizia Denise Bloisi, María Dupláa, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso","Argentina",2017,"TV-14","1 Season","International TV Shows, Spanish-Language TV Shows, TV Horror","February","15",2019
"s4115",,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan","United States, Canada",2018,"TV-Y","3 Seasons","Kids' TV","February","14",2019
"s4117",,"Marta Hazas, Asier Etxeandía, Adrián Lastra, Diego Martín, Fernando Guallar, Llorenç González, Megan Montaner, Mónica Cruz, Marta Torné, Andrea Duro, Aitana Sánchez-Gijón, Adriana Ozores, Imanol Arias","Spain",2018,"TV-14","2 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","February","14",2019
"s4119",,"Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang","Taiwan",2018,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","February","9",2019
"s4120",,"Yoann Blanc, Guillaume Kerbush, Anne Coesens, Jasmina Douieb, Tom Audenaert, Sam Louwyck, Catherine Salée, Jean-Henri Compère","Belgium",2018,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas","February","9",2019
"s4123",,"Justina Machado, Rita Moreno, Todd Grinnell, Isabella Gomez, Marcel Ruiz, Stephen Tobolowsky","United States",2019,"TV-PG","3 Seasons","TV Comedies","February","8",2019
"s4126",,"Chico, Ahmed Mekky, Hesham Maged, Bayoumi Fouad, Dina El-Sherbiny","Egypt",2017,"TV-MA","1 Season","International TV Shows, TV Comedies","February","7",2019
"s4127",,"Adel Imam, Salah Abdallah, Hiba Majdi, Bushra, Fathy Abdel Wehab, Rania Farid Shawki, Ahmad Wafiq","Egypt",2018,"TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","February","5",2019
"s4128",,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il","South Korea",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","February","5",2019
"s4130",,"Michael C. Hall, Amanda Abbington, Marc Warren, Hannah Arterton, Audrey Fleurot, Nigel Lindsay","United Kingdom",2018,"TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","February","5",2019
"s4131",,"Amr Youssef, Amr Abdel Guelil, Saba Mubarak","Egypt",2018,"TV-MA","1 Season","International TV Shows, TV Dramas","February","5",2019
"s4132",,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Koki Uchiyama, Minori Chihara, Haruka Tomatsu","Japan",2018,"TV-14","1 Season","Anime Series, International TV Shows, Romantic TV Shows","February","5",2019
"s4133",,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young","South Korea",2019,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","February","3",2019
"s4142",,"Rhona Rees, Ingrid Nilson, Diana Kaarina, Travis Turner, Lili Beaudoin, Kyle Rideout, Vincent Tong, Alessandro Juliani, Ian Hanlin, Brittney Wilson, Bethany Brown, Tabitha St. Germain","United States",2018,"TV-Y7","2 Seasons","Kids' TV","February","1",2019
"s4143",,"Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, Chloë Sevigny, Brooke Timber","United States",2019,"TV-MA","1 Season","TV Comedies, TV Dramas","February","1",2019
"s4144",,"Alexander Petrov, Artyom Tkachenko, Valeria Shkirando, Marina Kaletskaya, Alisa Lozovskaya, Olga Sutulova, Fillip Gorenshtein, Olga Vinichenko, Petar Zakavitsa, Yan Gakharmanov","Russia",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","February","1",2019
"s4145",,"Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki","Japan",2018,"TV-MA","1 Season","Anime Series, International TV Shows","February","1",2019
"s4150",,"Kaycie Chase, David Gasman, Tom Morton, Lee Delong, Barbara Weber-Scaff",,2018,"TV-Y","1 Season","Kids' TV","January","31",2019
"s4163",,"Tammy Chen, James Wen, Peggy Tseng, Denny Huang","Taiwan",2018,"TV-MA","1 Season","International TV Shows, TV Dramas","January","27",2019
"s4164",,"Nat Zang, Russell Hodgkinson, Michael Welch, Anastasia Baranova, Kellita Smith, DJ Qualls, Keith Allan, Pisay Pao","United States",2018,"TV-MA","5 Seasons","TV Action & Adventure, TV Comedies, TV Horror","January","27",2019
"s4167",,"Michaela Coel, John Goodman, Abena Ayivor, Noma Dumezweni, Ronald Guttman, Danny Sapani, Harriet Walter, Tyrone Huggins, Emmanuel Imani, Lucian Msamati, Tamara Tunie","United Kingdom",2018,"TV-MA","1 Season","British TV Shows, International TV Shows, TV Dramas","January","25",2019
"s4168",,"Luis Gerardo Méndez, Mariana Treviño, Stephanie Cayo, Daniel Giménez Cacho, Alosian Vivancos, Antonio de la Vega, Ianis Guerrero, Juan Pablo de Santiago, Joaquín Ferreira, Said Sandoval, Andrés Pardave, Sofía Niño de Rivera, Eileen Yañez, Gutemberg Brito, Claudia Vega, Verónica Terán, Jesús Zavala, Gustavo Ganem, Ricardo Polanco, Emilio Guerrero, Luis Rábago, Guillermo Dorantes, Richie Mestre, Sofía Sisniega, Aldo Escalante, Juan Luis Orendain, Marcela �?lvarez","Mexico",2019,"TV-MA","4 Seasons","International TV Shows, Spanish-Language TV Shows, TV Comedies","January","25",2019
"s4169",,,"Spain",2019,"TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","January","25",2019
"s4172",,"Wu Kang-jen, Ivy Shao, Ben Wu, Xiao Man, Nylon Chen",,2017,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","January","25",2019
"s4173",,,"United States",2019,"TV-MA","1 Season","Crime TV Shows, Docuseries","January","24",2019
"s4175","SEREN YüCE","Ali Atay, Haluk Bilginer, Nur Sürer, Okan Yalabık, Tülin Özen, Serkan Keskin, Bartu Küçükçağlayan, Irem Altug, Mehmet Özgür, Merve Ates, Defne Halman, Cem Zeynel Kiliç, Esra Kizildogan","Turkey",2017,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","January","23",2019
"s4179",,"Jon Bernthal, Ebon Moss-Bachrach, Ben Barnes, Amber Rose Revah, Jason R. Moore, Daniel Webber, Jaime Ray Newman, Michael Nathanson, Deborah Ann Woll, Paul Schulze","United States",2019,"TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Thrillers","January","18",2019
"s4180",,"Andy Chen, Mandy Wei, Jolin Chien, Mandy Tao, Kris Shen, Nylon Chen",,2017,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","January","18",2019
"s4184",,"Piers Taylor, Caroline Quentin","United Kingdom",2019,"TV-G","3 Seasons","British TV Shows, Docuseries, International TV Shows","January","18",2019
"s4185",,"Killer Mike",,2019,"TV-MA","1 Season","Docuseries, Stand-Up Comedy & Talk Shows","January","18",2019
"s4190",,"Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi","Taiwan",2002,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","January","15",2019
"s4197",,"Eli Shi, Alice Ko, Jen-Shuo Cheng, Chiung-Hsuan Hsieh, Herb Hsu, Bryant Lee, Hsiu-Ling Lin, Ma Ju-lung, Ching-kuan Wang","Taiwan",2016,"TV-14","1 Season","International TV Shows, TV Dramas","January","14",2019
"s4200",,,,2018,"TV-MA","1 Season","International TV Shows, Reality TV, Romantic TV Shows","January","11",2019
"s4201",,"Keegan-Michael Key, Cobie Smulders, Billy Eichner, Fred Savage, Nat Faxon, Annie Parisse, Jae Suh Park","United States",2019,"TV-MA","2 Seasons","Romantic TV Shows, TV Comedies","January","11",2019
"s4202",,"Martin Maloney, Owen Colgan, Chris Tordoff, Peter Cassidy, Tom Kilgallon, Michael Salmon, Wayne Lynch, Tommy Miller","Ireland",2018,"TV-MA","4 Seasons","TV Comedies","January","11",2019
"s4203",,"Lizzie Waterworth, Joanna Ruiz, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Stephanie Anne Mills, David Holt","United Kingdom",2019,"TV-Y7","2 Seasons","British TV Shows, Kids' TV, TV Comedies","January","11",2019
"s4207",,"Stephen Fry, Alex Marty","Spain, United Kingdom",2017,"TV-Y","4 Seasons","Kids' TV, Spanish-Language TV Shows","January","10",2019
"s4208",,"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor","Israel",2018,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","January","10",2019
"s4216",,"Hans Chung, Mini Tsai, Albee Huang, David Chiu, Johnny Yang, Kuan Lin, Ray Yang, Liu Yu Shan",,2017,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","January","4",2019
"s4217",,"Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen",,2013,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","January","2",2019
"s4219",,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman, Joan Cusack, Aasif Mandvi","United States",2019,"TV-PG","3 Seasons","Kids' TV, TV Action & Adventure, TV Comedies","January","1",2019
"s4221",,"Neal Brennan, Chris D'Elia, Nicole Byer, Nick Swardson, DeAnne Smith, Ivan Decker, Dave Merheje, K. Trevor Wilson, Joel Dommett, Mae Martin, Nish Kumar, Ellie Taylor, Urzila Carlson, Joel Creasey, Nazeem Hussain, Cal Wilson, Riaad Moosa, Tumi Morake, Loyiso Gola, Loyiso Madinga, Atul Khatri, Aditi Mittal, Amit Tandon, Franco Escamilla, Hugo El Cojo Feliz, Gaby Llanas, Enissa Amani, Ilka Bessin, Kaya Yanar, Thiago Ventura, Mhel Merrer, Afonso Padilha, Shirley Souagnon, Jason Brokerss, Tania Dutel, Donel Jack'sman, Ibraheem Alkhairallah, Rawsan Hallak, Adi Khalefa, Moayad Alnefaie, Louis-José Houde, François Bellefeuille, Katherine Levac, Adib Alkhalidey, Martijn Koning, Soundos El Ahmadi, Rayen Panday","United States",2019,"TV-MA","13 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","January","1",2019
"s4227",,"Branka Katić, Trpimir Jurkic, Aleksandar Cvetković, Zijad Gra�?ić, Olga Pakalović, Goran Markovic, Edita Karađole, Zdenko Jelcic, Tihana Lazovic, Mijo Jurišić, Dajana Čuljak, Alen Liverić, Anja Matković, Dragan Despot","Croatia",2018,"TV-MA","2 Seasons","International TV Shows, TV Dramas","January","1",2019
"s4228",,"Marie Kondo","United States",2019,"TV-PG","1 Season","Reality TV","January","1",2019
"s4251",,,,1925,"TV-14","1 Season","TV Shows","December","30",2018
"s4252",,"Songsit Roongnophakunsri, Saksit Tangtong, Kathaleeya McIntosh, Sopitnapa Choompanee, Apasiri Nitibhon, Phollawat Manuprasert, Nappon Gomarachun, Patravadi Mejudhon, Kejmanee Wattanasin, Supoj Chancharoen, Pimmara Charoenpakdee, Thanapob Leeratanakajorn, Kritsanapoom Pibulsonggram, Teeradon Supapunpinyo, Kongyingyong Chonlathorn, Lapat Ngamchaweng, Sivakorn Adulsuttikul, Paris Intarakomalyasut, Jackrin Kungwankiatichai, Vachirawich Aranthanawong, Sawanya Paisarnpayak, Kanyawee Songmuang, Pitisak Yaowananon, Chavalit Chittanant, Thaneth Warakulnukroh","Thailand",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","December","29",2018
"s4255",,"Moshe Ivgy, Guy Loel, Yuval Semo, Yigal Adika, Avi Shnaidman, Vered Feldman, Liora Rivlin","Israel",2015,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Comedies","December","28",2018
"s4257",,,"United States",2018,"TV-MA","1 Season","Crime TV Shows, Docuseries","December","28",2018
"s4258",,"Mohammad Samad, Yash Shashank Dholye, Rajesh Tailang, Mahesh Manjrekar, Karanvir Malhotra, Ratna Pathak Shah, Akshay Oberoi","India",2018,"TV-14","1 Season","International TV Shows, TV Dramas, Teen TV Shows","December","28",2018
"s4261",,"Brian Regan","United States",2018,"TV-PG","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","December","24",2018
"s4262",,"June Tsai, Ray Chang, Lung Shao-hua, Yi-Wen Yen, Ching-kuan Wang, Mai Sato","Taiwan",2011,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","December","24",2018
"s4263","NOAM MURRO","James McAvoy, Nicholas Hoult, John Boyega, Ben Kingsley, Tom Wilkinson, Gemma Arterton, Peter Capaldi, Olivia Colman, Mackenzie Crook, Anne-Marie Duff, Taron Egerton, James Faulkner, Freddie Fox, Lee Ingleby, Miles Jupp, Daniel Kaluuya, Rory Kinnear, Craig Parkinson, Rosamund Pike, Daniel Rigby, Jason Watkins","United Kingdom, Ireland, United States",2018,"TV-PG","1 Season","British TV Shows, International TV Shows, TV Action & Adventure","December","23",2018
"s4264",,"Wai Ai, Jim Chim Sui Man, Kwok-Pong Chan, Felix Lok, Sham Ka Ki, Elanne Kong, Kate Yeung, Ong Yi-hing, Sunny Lau",,2018,"TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","December","22",2018
"s4265",,"Allan Mustafa, Hugo Chegwin, Asim Chaudhry, Lily Brazier, Olivia Jasmine Edwards, Dan Sylvester, Steve Stamp, Ruth Bratt, George Keywood, Maria Louis","United Kingdom",2018,"TV-MA","5 Seasons","British TV Shows, TV Comedies","December","22",2018
"s4266",,"Summer Meng, Christina Mok, Alina Cheng, Bonnie Wang",,2018,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","December","22",2018
"s4267",,,"United States",2018,"TV-PG","1 Season","Docuseries","December","21",2018
"s4270",,"Tia Lee, In Deok Hwang, Yen-j, Jason Hsu, Andy Wu, Sharon Hsu","Taiwan",2017,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","December","21",2018
"s4271",,"Tomoaki Maeno, Kana Hanazawa, Kenjiro Tsuda, Nao Toyama, Yuma Uchida, Unsho Ishizuka, Yuuichirou Umehara, Ai Kayano","Japan",2018,"TV-14","2 Seasons","Anime Series, International TV Shows","December","21",2018
"s4272",,"Yen Tsao, Amanda Chou, Kevin Liu, Peace Yang, Kenny Wen, Tzu-chiang Chao, Vince Kao, Lin Ching-Tai, Lin He Xuan, Michael Yang","Taiwan",2017,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","December","21",2018
"s4273",,"Lego Lee, Nikki Hsin-Ying Hsieh, Edison Wang, Amanda Chou","Taiwan",2016,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","December","21",2018
"s4274",,"Friederike Becht, August Diehl, Wotan Wilke Möhring, Natalia Belitski, Ken Duken, Trystan Pütter, Christian Friedel, Juergen Maurer, Marc Hosemann, Susanne Wuest","Germany",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","December","21",2018
"s4275",,"Yuto Uemura, Takahiro Sakurai, Kenyu Horiuchi, Nanako Mori, Yusuke Kobayashi, Shunsuke Takeuchi, Junji Majima, Rie Takahashi, Hinata Tadokoro, Kenjiro Tsuda, Takehito Koyasu, Sayaka Ohara, Nobuo Tobita","Japan",2018,"TV-MA","1 Season","Anime Series, International TV Shows, TV Thrillers","December","21",2018
"s4277",,"Ahu Türkpençe, Serkan Çayoğlu, Murat Arkin, Emir Benderlioğlu, Firat Doğruloğlu, Ahmet Pinar, Mesut Akusta","Turkey",2018,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","December","21",2018
"s4280",,"Noriaki Sugiyama, Kana Ueda, Ayako Kawasumi, Junichi Suwabe, Noriko Shitaya, Mai Kadowaki, Masaki Terasoma, Nobutoshi Canna, Atsuko Tanaka, Shinichiro Miki, Yuu Asakawa, Miki Ito, Hiroshi Kamiya, Jouji Nakata, Tomokazu Seki","Japan",2015,"TV-14","2 Seasons","Anime Series, International TV Shows","December","20",2018
"s4285","JOEL GALLEN, TIG NOTARO","Ellen DeGeneres","United States",2018,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","December","18",2018
"s4289",,"Yang Zi, Deng Lun, Luo Yunxi","China",2018,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","December","16",2018
"s4291",,"Ben Stiller, David Schwimmer, Chris Rock, Jada Pinkett Smith, Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Eddie Murphy, Mike Myers, Antonio Banderas, Cameron Diaz","United States",2011,"TV-PG","1 Season","Kids' TV, TV Comedies","December","16",2018
"s4297",,"Olivia Colman, Julian Barratt, Daniel Rigby, Sophia Di Martino, Leila Hoffman, Will Sharpe, Harriet Walter","United Kingdom",2018,"TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies","December","15",2018
"s4305",,"Lee Jong-suk, Shin Hye-sun, Kim Myeong-su, Park Seon-im, Kim Won-hae, Hwang Yeong-hee, Lee Ji-hoon, Go Bo-gyeol, Shin Jae-ha","South Korea",2018,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","December","14",2018
"s4306",,"Jason Fox",,2018,"TV-MA","1 Season","British TV Shows, Crime TV Shows, Docuseries","December","14",2018
"s4308",,"Jimmy Carr, D.L. Hughley, Katherine Ryan","United States",2018,"TV-MA","1 Season","TV Comedies","December","14",2018
"s4309",,"John Grisham","United States",2018,"TV-MA","1 Season","Crime TV Shows, Docuseries","December","14",2018
"s4310",,"Charlotte Best, Elsa Pataky, Marco Pigossi, Aaron Jakubenko, Mattias Inwood, Dalip Sondhi, Alex Dimitriades, Richard Davies, Caroline Brazier, Peter O'Brien, Madeleine Madden","Australia",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","December","14",2018
"s4311",,"Eric McCormack, MacKenzie Porter, Nesta Cooper, Jared Paul Abrahamson, Reilly Dolman, Patrick Gilmore","Canada, United States",2018,"TV-MA","3 Seasons","Crime TV Shows, International TV Shows, TV Dramas","December","14",2018
"s4312",,"Jeremy Shada, Tyler Labine, Bex Taylor-Klaus, Josh Keaton, Steven Yeun, Kimberly Brooks, Rhys Darby, A.J. LoCascio","United States",2018,"TV-Y7","8 Seasons","Kids' TV","December","14",2018
"s4313",,"Daisuke Ono, Satoshi Hino, Kazuyuki Okitsu, Yuka Nukui, Kaori Maeda, Hikaru Akao, Junichi Suwabe, Keiji Fujiwara","Japan",2018,"TV-MA","1 Season","Anime Series, International TV Shows","December","12",2018
"s4317",,"Felix Kramer, Fahri Yardim, Anna Maria Mühe, Katharina Schüttler, Alina Stiegler, Urs Rechn, Sinan Farhangmehr, Kais Setti, Mohamed Issa, Hauke Diekamp, David Bennent, Deniz Orta, Katrin Saß, Sebastian Zimmler","Germany",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","December","7",2018
"s4321",,"Jaden Smith, Jude Law, Tavi Gevinson, Susan Sarandon, Desus Nice, The Kid Mero, Richard Ayoade, Willow Smith, Kiernan Shipka, Jason Schwartzman, Amandla Stenberg, Ray Wise","United States",2018,"TV-MA","2 Seasons","TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows","December","7",2018
"s4322","MAT KING","Parker Sawyers, Jacqueline McKenzie, Steve Toussaint, Tess Haubrich, Stephen Curry, Lewis Fitz-Gerald, Mark Leonard Winter","Australia",2018,"TV-MA","1 Season","International TV Shows, TV Dramas","December","7",2018
"s4327",,"Sung Hoon, Kwon Yuri, Tae Hang-ho, Joo Jin-mo, Shim Hye-jin, Ji Su-won, Park Cheol-min, Kim Seong-won, Kang Yoon, Seo Eun-ah, Bae Yoon-kyung","South Korea",2018,"TV-14","2 Seasons","International TV Shows, Korean TV Shows, TV Comedies","December","3",2018
"s4328",,"Hyun Bin, Park Shin-hye, Park Hoon, Kim Yong-rim, Chanyeol, Lee Re, Lee Hak Joo, Lee Si-won, Kim Eui-sung","South Korea",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","December","2",2018
"s4341",,"Jo Hyun-jung, Gim Young-eun, Gim Chae-ha, I So Eun, Choe Jae-ho",,2017,"TV-G","1 Season","Kids' TV, Korean TV Shows","December","1",2018
"s4351",,"Robert Więckiewicz, Maciej Musiał, Michalina Olszańska, Andrzej Chyra, Clive Russell, Zofia Wichłacz, Edyta Olszówka, Mateusz Kościukiewicz, Ewa Błaszczyk, Vu Le Hong, Tomasz Włosok, Krzysztof Wach","Poland, United States",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","November","30",2018
"s4354",,"Drummond Money-Coutts","United States",2018,"TV-PG","1 Season","Reality TV","November","30",2018
"s4357",,"Eri Tokunaga, Daichi Watanabe, Fuju Kamio, Sairi Ito, Mina Fujii, Mansaku Ikeuchi, Kinuo Yamada, Yuka Ogura, Enon Kawatani, Yui Imaizumi, Noriko Eguchi, Masanobu Ando, Kitaro","Japan",2018,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","November","30",2018
"s4360",,"Ashley Bornancin, Carter Hastings, Caitlyn Bairstow, Nicholas Coombe, Nesta Cooper, Richard Ian Cox, Tom Kenny, Travis Turner, Candi Milo, Mira Sorvino","United States, Canada",2018,"TV-Y7","2 Seasons","Kids' TV","November","30",2018
"s4363",,"Jeff Ross, Dave Attell","United States",2018,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","November","27",2018
"s4364",,"Patton Oswalt, Catherine Taber, Sean Astin, Melissa Hutchison, Ashley Johnson, Matthew Mercer, Jim Meskimen, Martha Plimpton, Scott Porter, Brian Posehn, Paul Reubens, Billy West, Dave Fennoy","United States, Sweden",2015,"TV-PG","1 Season","Kids' TV","November","27",2018
"s4366",,"Jason Momoa, Landon Liboiron, Alun Armstrong, Jessica Matten, Zoe Boyle, Allan Hawco, Evan Jonigkeit, Katie McGrath","Canada",2018,"TV-MA","3 Seasons","International TV Shows, TV Action & Adventure, TV Dramas","November","23",2018
"s4367",,"Paz Vega, Julio Bracho, Arantza Ruiz, Luisa Rubino, Lander Otaola, Iván Pellicer, José Manuel Poga, Mercedes Sampietro, Charo López, Roberto �?lamo, Raúl Medina, Melina Matthews, Pedro Mari Sánchez, Odiseo Bichir","Spain",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","November","23",2018
"s4368",,"Rupert Grint, Nick Frost, Don Johnson, Lindsay Lohan, Pippa Bennett-Warner, Marama Corlett, Karl Theobald, Belinda Stewart-Wilson, Camilla Beeput, Dustin Demri-Burns, Tolu Ogunmefun","United Kingdom",2018,"TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies","November","23",2018
"s4369",,"Felicia Day, Patton Oswalt, Jonah Ray, Baron Vaughn, Hampton Yount","United States",2018,"TV-14","2 Seasons","TV Comedies, TV Sci-Fi & Fantasy","November","22",2018
"s4372",,"Charlie Adler, Mark Hamill, Jess Harnell, Phil LaMarr, Josh Keaton, Mikey Kelley, Amy Margolis, Wendie Malick, Kevin Michael Richardson, Candi Milo, Laraine Newman",,2018,"TV-Y7","1 Season","Kids' TV","November","20",2018
"s4373",,,,2017,"TV-Y7","1 Season","Kids' TV, TV Comedies","November","20",2018
"s4377",,"Andrew Knowlton","United States",2018,"TV-PG","1 Season","Reality TV","November","20",2018
"s4380",,"Yang Mi, Mark Chao, Dilraba Dilmurat, Ken Chang, Vengo Gao, Huang Mengying","China",2017,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","November","17",2018
"s4381",,"Aracely Arámbula, David Chocarro, Danna Paola, Rebecca Jones, Odiseo Bichir, Gabriela Roel, Andrea Martí, Juan Ríos Cantú, Diego Soldano, Daniela Bascopé","United States, Mexico",2016,"TV-14","1 Season","Spanish-Language TV Shows, TV Dramas","November","17",2018
"s4382",,"Maritza Rodríguez, Carlos Ponce, Marimar Vega, Adriana Barraza, Marcela Guirado, Ricardo Abarca, Thali García, Alexandra Pomales, Briggitte Bozzo, Santiago Torres, Patricio Gallardo, Roberto Escobar, Samantha Dagnino, Raury Rolander, Vince Miranda, Javier Valcárcel","United States",2016,"TV-14","1 Season","Romantic TV Shows, Spanish-Language TV Shows, TV Comedies","November","17",2018
"s4385",,"Morgan Neundorf, Madeline Leon, Khiyla Aynne, Cailan Laine Punnewaert, Zyon Allen, Maya Franzoi, Victoria Tomazelli, Hugh Wilson, Diana Chrisman","Canada",2018,"TV-G","2 Seasons","Kids' TV, TV Dramas","November","16",2018
"s4388",,"Anitta","Brazil",2018,"TV-MA","1 Season","Docuseries, International TV Shows, Reality TV","November","16",2018
"s4390",,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",,2017,"TV-Y","1 Season","Anime Series, Kids' TV","November","15",2018
"s4400",,"Dar Salim, Danica Curcic, Lars Ranthe, Marco Ilsø, Søren Malling, Jakob Oftebro","Denmark",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","November","13",2018
"s4401",,,"Germany, France, Russia",2017,"TV-PG","1 Season","Docuseries, International TV Shows, Science & Nature TV","November","10",2018
"s4404",,"Oliver Hudson, Ben Schwartz, Paul Wesley, Aldis Hodge, Jonny Weston, Joseph Cross, Jake Abel, Derek Mio","United States",2018,"TV-MA","1 Season","Docuseries, TV Dramas","November","9",2018
"s4406",,"Fernando Mendonça, Sérgio Cantú, Wagner Follare, Pabllo Vittar, Silvetty Montilla, Rapha Vélez, Sylvia Salustti, Guilherme Briggs","Brazil",2018,"TV-MA","1 Season","International TV Shows, TV Comedies","November","9",2018
"s4407",,"Carolina Ramírez, Carlos Torres, Andrés Sandoval, Adriana Arango, Mabel Moreno, Luis Alfredo Velasco, Pacho Rueda, Diana Wiswell, Mariana Garzón, Kiño, Sebastián Silva, Mariana Gómez, María José Vargas, Guillermo Blanco, Juan Manuel Restrepo, Alejandro Otero, David Ojalvo","Colombia",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","November","9",2018
